Src	EqId	Version	Datetime	Lat	Lon	Magnitude	Depth	NST	Region
pr	12281003	?	"Sunday, October 07, 2012 06:08:59 UTC"	19.0275	-64.5835	3	18	?	"67km N of Road Town	 British Virgin Islands"
pr	12281002	?	"Sunday, October 07, 2012 05:45:22 UTC"	19.0942	-64.5085	2.9	35	?	"75km N of Road Town	 British Virgin Islands"
us	c000d3bv	?	"Sunday, October 07, 2012 03:14:24 UTC"	18.54	120.934	5.6	43.3	?	"7km WSW of Santa Praxedes	 Philippines"
pr	12281001	?	"Sunday, October 07, 2012 03:07:42 UTC"	19.631	-64.3872	3.4	50	?	"136km N of Road Town	 British Virgin Islands"
pr	12281000	?	"Sunday, October 07, 2012 02:48:34 UTC"	19.457	-64.2559	3.7	81	?	"121km NNE of Road Town	 British Virgin Islands"
ak	10573553	?	"Sunday, October 07, 2012 02:35:19 UTC"	59.0407	-136.7878	3.1	4.9	?	"79km WSW of Haines	 Alaska"
us	c000d3bf	?	"Sunday, October 07, 2012 02:32:06 UTC"	54.499	167.374	4.4	25.2	?	"117km SE of Nikol'skoye	 Russia"
us	c000d3ay	?	"Sunday, October 07, 2012 01:56:49 UTC"	-20.702	-174.104	4.7	18.2	?	"103km SSE of Pangai	 Tonga"
nc	71853785	?	"Saturday, October 06, 2012 23:42:17 UTC"	41.274	-123.3807	2.7	40.4	?	"42km NNE of Willow Creek	 California"
us	2012gjbq	?	"Saturday, October 06, 2012 23:22:30 UTC"	-10.707	113.92	4.2	10	?	"235km S of Sidorukun	 Indonesia"
ak	10573511	?	"Saturday, October 06, 2012 22:57:02 UTC"	61.7388	-150.7053	2.6	60.6	?	"35km W of Willow	 Alaska"
us	2012gjar	?	"Saturday, October 06, 2012 22:55:03 UTC"	12.917	-88.805	4	34.1	?	"49km SW of Puerto El Triunfo	 El Salvador"
us	c000d39j	?	"Saturday, October 06, 2012 22:49:38 UTC"	-32.127	-71.86	4.1	7.2	?	"69km WNW of La Ligua	 Chile"
ak	10573492	?	"Saturday, October 06, 2012 22:11:35 UTC"	55.7614	-162.0591	2.8	161.8	?	"76km NNE of Cold Bay	 Alaska"
us	2012gjbn	?	"Saturday, October 06, 2012 21:34:35 UTC"	3.195	128.285	4.1	35	?	"165km N of Tobelo	 Indonesia"
us	c000d36k	?	"Saturday, October 06, 2012 20:37:09 UTC"	40.176	25.213	4.4	1	?	"34km NNE of Myrina	 Greece"
ak	10573184	?	"Saturday, October 06, 2012 20:15:28 UTC"	59.8735	-141.7848	2.6	3.2	?	"41km ESE of Cape Yakataga	 Alaska"
us	c000d34k	?	"Saturday, October 06, 2012 19:19:53 UTC"	-17.393	-174.966	4.5	191	?	"173km NW of Neiafu	 Tonga"
us	2012gjas	?	"Saturday, October 06, 2012 17:55:20 UTC"	64.824	-129.667	3.8	10	?	"142km WSW of Norman Wells	 Canada"
us	c000d4vu	?	"Saturday, October 06, 2012 17:55:20 UTC"	64.824	-129.667	3.8	10	?	"142km WSW of Norman Wells	 Canada"
hv	60409751	?	"Saturday, October 06, 2012 16:59:05 UTC"	19.259	-155.2873	2.6	32.7	?	"19km SSW of Volcano	 Hawaii"
ak	10573128	?	"Saturday, October 06, 2012 15:01:11 UTC"	57.0765	-157.5374	3	4.5	?	"118km NE of Chignik Lake	 Alaska"
ak	10573108	?	"Saturday, October 06, 2012 12:34:53 UTC"	51.5042	-178.1485	2.6	14.9	?	"42km S of Tanaga Volcano	 Alaska"
ak	10576144	?	"Saturday, October 06, 2012 12:19:54 UTC"	52.5615	-163.2244	2.9	29.6	?	"243km SE of Akutan	 Alaska"
ak	10573073	?	"Saturday, October 06, 2012 10:25:44 UTC"	59.8628	-141.7772	2.6	2.1	?	"42km ESE of Cape Yakataga	 Alaska"
ak	10576131	?	"Saturday, October 06, 2012 09:49:59 UTC"	50.1442	179.071	3.2	29.4	?	"178km SW of Amatignak Island	 Alaska"
us	c000d2vm	?	"Saturday, October 06, 2012 09:27:40 UTC"	41.145	88.34	4.7	33	?	"179km SE of Yanqi	 China"
ak	10573059	?	"Saturday, October 06, 2012 08:50:54 UTC"	51.4692	-178.1251	2.9	11.3	?	"46km S of Tanaga Volcano	 Alaska"
us	c000d2v1	?	"Saturday, October 06, 2012 08:49:16 UTC"	23.761	-108.541	4.1	10	?	"135km WSW of El Dorado	 Mexico"
ak	10573052	?	"Saturday, October 06, 2012 08:40:41 UTC"	62.7661	-154.0124	3	8	?	"83km ESE of McGrath	 Alaska"
us	2012gjbz	?	"Saturday, October 06, 2012 08:39:59 UTC"	11.192	126.573	4.5	29.9	?	"86km ENE of Sulangan	 Philippines"
us	c000d2up	?	"Saturday, October 06, 2012 08:35:37 UTC"	19.469	-108.963	4.1	10	?	"225km ENE of Socorro Island	 Mexico"
us	c000d2ua	?	"Saturday, October 06, 2012 07:56:29 UTC"	-25.573	-177.618	4.5	154.6	?	"South of the Fiji Islands"
ak	10576123	?	"Saturday, October 06, 2012 07:46:41 UTC"	54.7415	-158.38	2.6	31.6	?	"76km E of Chernabura Island	 Alaska"
ak	10576122	?	"Saturday, October 06, 2012 07:36:08 UTC"	50.1898	179.064	3.1	27	?	"175km SW of Amatignak Island	 Alaska"
ci	15225521	?	"Saturday, October 06, 2012 06:57:22 UTC"	33.6138	-119.4595	2.5	10	?	"64km SSW of Port Hueneme	 California"
pr	12280002	?	"Saturday, October 06, 2012 06:15:14 UTC"	19.693	-64.3789	3.4	28	?	"143km N of Road Town	 British Virgin Islands"
us	2012gjbx	?	"Saturday, October 06, 2012 05:52:54 UTC"	13.169	-90.769	4	50.7	?	"83km S of Puerto San Jose	 Guatemala"
pr	12280001	?	"Saturday, October 06, 2012 05:32:15 UTC"	18.9694	-64.278	3.2	64	?	"70km NNE of Road Town	 British Virgin Islands"
us	c000d2t2	?	"Saturday, October 06, 2012 05:27:42 UTC"	31.398	140.195	4.6	142.6	?	"190km SSE of Hachijo-jima	 Japan"
pr	12280000	?	"Saturday, October 06, 2012 04:43:03 UTC"	19.5247	-64.4213	3.3	55	?	"124km N of Road Town	 British Virgin Islands"
ak	10576107	?	"Saturday, October 06, 2012 04:32:53 UTC"	65.2903	-134.7311	2.7	10	?	"197km NNE of Mayo	 Canada"
ak	10576106	?	"Saturday, October 06, 2012 04:16:32 UTC"	52.2983	-171.8089	2.6	47.5	?	"43km WSW of Amukta Island	 Alaska"
us	c000d2sm	?	"Saturday, October 06, 2012 03:40:03 UTC"	23.787	-45.676	4.9	10	?	"Northern Mid-Atlantic Ridge"
us	c000d2s5	?	"Saturday, October 06, 2012 03:18:13 UTC"	-32.143	-72.169	4.6	1.2	?	"94km WNW of La Ligua	 Chile"
us	c000d2qm	?	"Saturday, October 06, 2012 01:19:35 UTC"	76.099	7.697	4.8	10	?	"Svalbard region"
us	2012gjb1	?	"Saturday, October 06, 2012 00:58:11 UTC"	-42.792	-83.054	4.3	10	?	"West Chile Rise"
us	2012gjb2	?	"Saturday, October 06, 2012 00:33:33 UTC"	-11.648	120.186	4.2	24	?	"160km S of Nggongi	 Indonesia"
ak	10572785	?	"Saturday, October 06, 2012 00:31:55 UTC"	60.4774	-152.0962	2.9	78.4	?	"35km E of Redoubt Volcano	 Alaska"
ak	10576092	?	"Saturday, October 06, 2012 00:02:17 UTC"	57.3148	-146.1551	2.9	16.8	?	"236km S of Middleton Island	 Alaska"
us	2012gidi	?	"Friday, October 05, 2012 23:27:32 UTC"	-50.24	139.663	4.6	10	?	"Western Indian-Antarctic Ridge"
us	2012gidg	?	"Friday, October 05, 2012 23:07:36 UTC"	42.548	-126.212	3	10	?	"142km W of Port Orford	 Oregon"
nn	00390359	?	"Friday, October 05, 2012 23:07:26 UTC"	41.3485	-117.348	3.34	0	?	"1km W of Winnemucca	 Nevada"
us	2012gicf	?	"Friday, October 05, 2012 23:04:26 UTC"	53.345	108.38	4.1	10	?	"41km WSW of Ust'-Barguzin	 Russia"
ak	10572753	?	"Friday, October 05, 2012 22:37:55 UTC"	58.111	-137.9597	3.4	22.4	?	"134km WSW of Gustavus	 Alaska"
ak	10576824	?	"Friday, October 05, 2012 21:01:00 UTC"	52.1997	-170.7506	2.5	26.5	?	"47km SE of Amukta Island	 Alaska"
us	c000d2l7	?	"Friday, October 05, 2012 20:51:27 UTC"	43.794	-127.739	3.2	10.1	?	"279km WNW of Bandon	 Oregon"
uw	60473001	?	"Friday, October 05, 2012 20:32:10 UTC"	47.7088	-122.6128	2.8	26.2	?	"3km SE of Poulsbo	 Washington"
us	c000d2jc	?	"Friday, October 05, 2012 20:02:09 UTC"	23.527	-108.619	5.5	9.1	?	"121km ENE of San Jose del Cabo	 Mexico"
pr	12279021	?	"Friday, October 05, 2012 19:45:32 UTC"	18.5179	-66.071	3.2	119	?	"6km NNE of San Juan	 Puerto Rico"
us	c000d2it	?	"Friday, October 05, 2012 19:42:54 UTC"	58.162	-153.726	3.2	99	?	"70km NNE of Larsen Bay	 Alaska"
nc	71852850	?	"Friday, October 05, 2012 19:15:04 UTC"	40.35	-124.5358	2.6	24	?	"34km SW of Ferndale	 California"
ak	10572658	?	"Friday, October 05, 2012 18:50:54 UTC"	50.1868	179.0173	2.7	25.1	?	"178km SW of Amatignak Island	 Alaska"
us	c000d2fv	?	"Friday, October 05, 2012 18:22:57 UTC"	13.032	-91.557	5.5	50.9	?	"126km SW of Puerto San Jose	 Guatemala"
us	c000d2fa	?	"Friday, October 05, 2012 18:08:19 UTC"	-6.636	129.53	5	152.1	?	"245km NW of Saumlaki	 Indonesia"
ak	10576809	?	"Friday, October 05, 2012 18:03:39 UTC"	50.1629	179.0742	2.7	25.7	?	"177km SW of Amatignak Island	 Alaska"
us	c000d2fc	?	"Friday, October 05, 2012 17:56:02 UTC"	-15.591	-70.688	4.5	193.5	?	"14km NW of Santa Lucia	 Peru"
ak	10576807	?	"Friday, October 05, 2012 17:23:35 UTC"	57.5527	-152.743	2.5	16	?	"25km SSW of Kodiak Station	 Alaska"
us	2012giba	?	"Friday, October 05, 2012 17:12:44 UTC"	19.047	-64.315	3	63	?	"76km NNE of Road Town	 British Virgin Islands"
pr	12279020	?	"Friday, October 05, 2012 17:12:44 UTC"	19.0473	-64.3152	3	63	?	"76km NNE of Road Town	 British Virgin Islands"
pr	12279019	?	"Friday, October 05, 2012 17:11:53 UTC"	19.2329	-64.4505	2.9	24	?	"92km N of Road Town	 British Virgin Islands"
hv	60408631	?	"Friday, October 05, 2012 17:05:20 UTC"	19.3815	-155.238	2.5	3.7	?	"5km S of Volcano	 Hawaii"
us	2012gibc	?	"Friday, October 05, 2012 16:20:41 UTC"	-34.855	-72.703	4.2	20.5	?	"59km NNW of Constitucion	 Chile"
us	2012gibd	?	"Friday, October 05, 2012 16:19:06 UTC"	39.945	140.511	4.9	29.4	?	"33km SSE of Takanosu	 Japan"
ak	10572584	?	"Friday, October 05, 2012 16:01:43 UTC"	51.5226	-178.172	3.3	16.5	?	"40km S of Tanaga Volcano	 Alaska"
ak	10576795	?	"Friday, October 05, 2012 14:12:12 UTC"	50.2191	179.13	2.6	27.5	?	"170km SW of Amatignak Island	 Alaska"
pr	12279018	?	"Friday, October 05, 2012 13:58:11 UTC"	19.1292	-64.2949	3.3	58	?	"85km NNE of Road Town	 British Virgin Islands"
pr	12279017	?	"Friday, October 05, 2012 13:57:00 UTC"	18.7775	-64.1283	2.9	69	?	"65km NE of Road Town	 British Virgin Islands"
pr	12279014	?	"Friday, October 05, 2012 13:32:58 UTC"	19.6492	-64.3965	3.3	8	?	"138km N of Road Town	 British Virgin Islands"
ak	10576789	?	"Friday, October 05, 2012 13:31:38 UTC"	50.1693	178.9969	2.7	30	?	"180km SW of Amatignak Island	 Alaska"
pr	12279016	?	"Friday, October 05, 2012 13:14:46 UTC"	19.1075	-64.4049	2.7	44	?	"79km NNE of Road Town	 British Virgin Islands"
ak	10572545	?	"Friday, October 05, 2012 13:14:12 UTC"	51.5377	-178.1295	2.8	13	?	"38km S of Tanaga Volcano	 Alaska"
pr	12279015	?	"Friday, October 05, 2012 13:11:08 UTC"	19.1823	-64.5589	3	7	?	"84km N of Road Town	 British Virgin Islands"
ak	10576785	?	"Friday, October 05, 2012 12:56:52 UTC"	50.2068	179.1306	2.7	20	?	"170km SW of Amatignak Island	 Alaska"
ak	10576784	?	"Friday, October 05, 2012 12:53:40 UTC"	50.2434	179.1646	2.6	33.4	?	"166km SW of Amatignak Island	 Alaska"
pr	12279012	?	"Friday, October 05, 2012 12:39:02 UTC"	18.8087	-64.12	2.6	70	?	"68km NE of Road Town	 British Virgin Islands"
pr	12279013	?	"Friday, October 05, 2012 12:35:36 UTC"	19.1765	-64.4089	3	45	?	"86km NNE of Road Town	 British Virgin Islands"
pr	12279011	?	"Friday, October 05, 2012 12:28:00 UTC"	19.0333	-64.3535	3.2	60	?	"73km NNE of Road Town	 British Virgin Islands"
pr	12279010	?	"Friday, October 05, 2012 11:59:32 UTC"	19.6289	-64.3926	3.3	13	?	"136km N of Road Town	 British Virgin Islands"
pr	12279009	?	"Friday, October 05, 2012 11:23:01 UTC"	19.4705	-64.1149	4.2	86	?	"128km NNE of Road Town	 British Virgin Islands"
us	c000d26i	?	"Friday, October 05, 2012 11:19:23 UTC"	-23.054	-175.541	4.5	35	?	"200km SSW of `Ohonua	 Tonga"
us	2012gibf	?	"Friday, October 05, 2012 10:34:06 UTC"	-8.197	123.512	4.4	10	?	"93km ENE of Palue	 Indonesia"
ak	10576779	?	"Friday, October 05, 2012 10:26:25 UTC"	52.1254	-171.4855	2.9	25.6	?	"43km SSW of Amukta Island	 Alaska"
us	c000d25k	?	"Friday, October 05, 2012 10:25:28 UTC"	39.371	33.748	4.4	4.9	?	"2km NE of Kaman	 Turkey"
ak	10572512	?	"Friday, October 05, 2012 09:05:15 UTC"	51.4777	-178.114	2.7	17.3	?	"45km S of Tanaga Volcano	 Alaska"
ak	10576770	?	"Friday, October 05, 2012 09:00:30 UTC"	51.9851	-174.4014	2.6	61.6	?	"27km SSW of Atka	 Alaska"
ak	10572507	?	"Friday, October 05, 2012 08:47:13 UTC"	51.5243	-178.0473	2.5	20.2	?	"40km S of Tanaga Volcano	 Alaska"
us	2012gidf	?	"Friday, October 05, 2012 08:44:51 UTC"	-34.899	-71.937	4.4	60.4	?	"59km WSW of Santa Cruz	 Chile"
us	c000d23u	?	"Friday, October 05, 2012 08:13:20 UTC"	26.271	125.078	5	164.9	?	"164km N of Hirara	 Japan"
ak	10572492	?	"Friday, October 05, 2012 07:28:27 UTC"	50.3002	179.2381	3.2	4.8	?	"158km SW of Amatignak Island	 Alaska"
pr	12279006	?	"Friday, October 05, 2012 06:37:30 UTC"	19.961	-65.4654	4	36	?	"174km NNE of Vieques	 Puerto Rico"
ak	10576755	?	"Friday, October 05, 2012 06:21:12 UTC"	51.531	-178.1078	2.6	12.1	?	"39km S of Tanaga Volcano	 Alaska"
us	2012gide	?	"Friday, October 05, 2012 05:55:36 UTC"	-52.666	160.212	4.3	10	?	"218km NNE of Macquarie Island	 Australia"
us	2012gidd	?	"Friday, October 05, 2012 05:50:34 UTC"	9.872	126.448	4.8	35	?	"33km ENE of General Luna	 Philippines"
ak	10572474	?	"Friday, October 05, 2012 05:40:37 UTC"	51.5385	-178.1065	3.2	18.1	?	"38km S of Tanaga Volcano	 Alaska"
ak	10576750	?	"Friday, October 05, 2012 05:07:52 UTC"	50.1672	179.0765	2.9	29.8	?	"176km SW of Amatignak Island	 Alaska"
us	c000d21n	?	"Friday, October 05, 2012 04:55:52 UTC"	11.849	-86.684	4.3	105.5	?	"19km WNW of Masachapa	 Nicaragua"
pr	12279008	?	"Friday, October 05, 2012 04:38:38 UTC"	19.6415	-64.378	3.1	40	?	"137km N of Road Town	 British Virgin Islands"
pr	12279007	?	"Friday, October 05, 2012 04:03:30 UTC"	19.0779	-64.707	3.3	78	?	"73km N of Road Town	 British Virgin Islands"
ak	10576746	?	"Friday, October 05, 2012 03:42:22 UTC"	52.0766	-175.7806	3.1	219.9	?	"64km ENE of Adak	 Alaska"
pr	12279005	?	"Friday, October 05, 2012 03:25:17 UTC"	19.1322	-64.3824	3	52	?	"82km NNE of Road Town	 British Virgin Islands"
ak	10572445	?	"Friday, October 05, 2012 03:25:06 UTC"	51.4954	-178.1653	4	8.2	?	"43km S of Tanaga Volcano	 Alaska"
pr	12279004	?	"Friday, October 05, 2012 02:36:22 UTC"	18.9398	-64.2741	3.3	66	?	"68km NNE of Road Town	 British Virgin Islands"
pr	12279002	?	"Friday, October 05, 2012 02:23:53 UTC"	18.9629	-64.2707	3.1	68	?	"70km NNE of Road Town	 British Virgin Islands"
pr	12279003	?	"Friday, October 05, 2012 02:17:31 UTC"	19.1075	-64.3135	2.7	53	?	"82km NNE of Road Town	 British Virgin Islands"
pr	12279001	?	"Friday, October 05, 2012 02:08:29 UTC"	18.9689	-64.3841	3	59	?	"65km NNE of Road Town	 British Virgin Islands"
ak	10576743	?	"Friday, October 05, 2012 01:51:55 UTC"	55.55	-135.1714	2.7	24.4	?	"128km W of Craig	 Alaska"
us	2012giah	?	"Friday, October 05, 2012 01:51:45 UTC"	27.165	143.414	4.4	35	?	"119km E of Chichi-shima	 Japan"
ci	15224969	?	"Friday, October 05, 2012 01:17:21 UTC"	35.9282	-117.6797	3.5	2.7	?	"30km NW of Searles Valley	 California"
pr	12279000	?	"Friday, October 05, 2012 01:10:44 UTC"	19.236	-64.36	3.4	46	?	"94km NNE of Road Town	 British Virgin Islands"
us	2012gibl	?	"Friday, October 05, 2012 00:30:39 UTC"	-4.855	152.162	4.4	82.2	?	"56km SSW of Kokopo	 Papua New Guinea"
us	c000d1z9	?	"Friday, October 05, 2012 00:19:56 UTC"	17.479	-46.458	5.7	10	?	"Northern Mid-Atlantic Ridge"
us	c000d200	?	"Friday, October 05, 2012 00:15:41 UTC"	17.501	-46.453	5.4	10	?	"Northern Mid-Atlantic Ridge"
us	2012gibi	?	"Friday, October 05, 2012 00:14:00 UTC"	35.036	28.058	4.1	10	?	"92km SE of Karpathos	 Greece"
us	c000d1xp	?	"Thursday, October 04, 2012 23:27:27 UTC"	17.558	-46.442	4.8	10	?	"Northern Mid-Atlantic Ridge"
us	c000d1x9	?	"Thursday, October 04, 2012 23:14:56 UTC"	17.443	-46.498	5.4	10	?	"Northern Mid-Atlantic Ridge"
us	2012ghb4	?	"Thursday, October 04, 2012 22:48:03 UTC"	36.159	140.596	4.3	35	?	"17km S of Oarai	 Japan"
ak	10575487	?	"Thursday, October 04, 2012 22:44:11 UTC"	52.1964	-179.3409	2.8	211.6	?	"77km ENE of Semisopochnoi Island	 Alaska"
pr	12278008	?	"Thursday, October 04, 2012 22:25:23 UTC"	19.573	-64.3265	3.4	54	?	"131km NNE of Road Town	 British Virgin Islands"
us	c000d1w0	?	"Thursday, October 04, 2012 22:10:34 UTC"	37.223	71.982	4.4	75.3	?	"14km ESE of Roshtqal'a	 Tajikistan"
us	c000d1up	?	"Thursday, October 04, 2012 21:23:36 UTC"	1.985	96.391	4.5	38.9	?	"54km S of Sinabang	 Indonesia"
us	2012ghby	?	"Thursday, October 04, 2012 21:01:23 UTC"	2.269	96.577	4.1	50.2	?	"32km SE of Sinabang	 Indonesia"
ak	10572085	?	"Thursday, October 04, 2012 20:50:10 UTC"	62.6429	-149.6306	2.5	11.9	?	"43km NE of Talkeetna	 Alaska"
pr	12278007	?	"Thursday, October 04, 2012 20:45:10 UTC"	19.1308	-64.7837	3	75	?	"80km NNW of Road Town	 British Virgin Islands"
hv	60408311	?	"Thursday, October 04, 2012 19:38:07 UTC"	19.8268	-155.08	2.5	41.3	?	"2km ESE of Pepeekeo	 Hawaii"
pr	12278006	?	"Thursday, October 04, 2012 18:38:35 UTC"	19.1231	-64.8445	3	66	?	"81km NNW of Road Town	 British Virgin Islands"
pr	12278005	?	"Thursday, October 04, 2012 18:36:41 UTC"	19.572	-64.943	3	25	?	"132km NNW of Road Town	 British Virgin Islands"
ld	60036401	?	"Thursday, October 04, 2012 18:27:49 UTC"	45.1347	-74.1615	2.5	15.2	?	"5km N of Huntingdon	 Canada"
ak	10570580	?	"Thursday, October 04, 2012 17:39:53 UTC"	51.5841	-177.1265	2.6	45.9	?	"46km SW of Adak	 Alaska"
pr	12278003	?	"Thursday, October 04, 2012 17:13:28 UTC"	19.2574	-64.8531	2.8	11	?	"96km NNW of Road Town	 British Virgin Islands"
us	c000d1fw	?	"Thursday, October 04, 2012 16:25:03 UTC"	58.98	-136.749	4	3.9	?	"79km WSW of Haines	 Alaska"
ak	10570504	?	"Thursday, October 04, 2012 16:04:43 UTC"	61.5453	-140.5206	2.7	5	?	"189km WNW of Haines Junction	 Canada"
us	c000d1fa	?	"Thursday, October 04, 2012 15:37:29 UTC"	13.096	143.974	4.8	156.2	?	"77km WSW of Merizo Village	 Guam"
ak	10575467	?	"Thursday, October 04, 2012 15:07:34 UTC"	51.6698	-179.5514	2.5	83.7	?	"54km NW of Amatignak Island	 Alaska"
us	c000d1cl	?	"Thursday, October 04, 2012 14:45:28 UTC"	9.862	126.314	4.9	19.5	?	"19km ENE of General Luna	 Philippines"
us	b000d9kq	?	"Thursday, October 04, 2012 14:26:15 UTC"	12.624	-88.644	3.6	37.3	?	"73km S of Puerto El Triunfo	 El Salvador"
ci	15224689	?	"Thursday, October 04, 2012 13:12:29 UTC"	32.7502	-115.4987	2.9	14.6	?	"3km NE of Heber	 California"
pr	12278002	?	"Thursday, October 04, 2012 12:57:59 UTC"	19.3761	-64.9134	3	17	?	"110km NNW of Road Town	 British Virgin Islands"
ak	10570459	?	"Thursday, October 04, 2012 11:41:34 UTC"	51.5628	-178.1313	2.5	21.3	?	"35km S of Tanaga Volcano	 Alaska"
ak	10570432	?	"Thursday, October 04, 2012 09:48:00 UTC"	51.2878	177.8422	3.1	4	?	"86km SSW of Little Sitkin Island	 Alaska"
ak	10575452	?	"Thursday, October 04, 2012 09:20:48 UTC"	58.9205	-154.3179	2.7	132.7	?	"98km SSE of Old Iliamna	 Alaska"
ak	10570408	?	"Thursday, October 04, 2012 06:44:08 UTC"	50.1885	179.0317	3.6	30	?	"177km SW of Amatignak Island	 Alaska"
us	c000d163	?	"Thursday, October 04, 2012 06:38:45 UTC"	-8.224	123.452	4.9	10	?	"86km ENE of Sukutukang	 Indonesia"
ak	10570407	?	"Thursday, October 04, 2012 06:28:03 UTC"	51.6253	-178.0654	2.6	11.1	?	"29km S of Tanaga Volcano	 Alaska"
ak	10570405	?	"Thursday, October 04, 2012 06:22:10 UTC"	50.1342	179.07	3.5	26.5	?	"179km SW of Amatignak Island	 Alaska"
us	c000d15v	?	"Thursday, October 04, 2012 06:11:03 UTC"	-24.057	-66.877	4.8	159.1	?	"59km WNW of San Antonio de los Cobres	 Argentina"
pr	12278001	?	"Thursday, October 04, 2012 04:32:46 UTC"	19.6378	-64.2733	3.4	67	?	"139km NNE of Road Town	 British Virgin Islands"
ak	10570389	?	"Thursday, October 04, 2012 04:27:34 UTC"	60.9212	-147.3444	2.7	22.9	?	"58km WSW of Valdez	 Alaska"
us	c000d14l	?	"Thursday, October 04, 2012 04:04:34 UTC"	-18.67	168.197	4.8	95.5	?	"104km S of Port-Vila	 Vanuatu"
us	c000d14d	?	"Thursday, October 04, 2012 03:51:33 UTC"	-10.7807	113.9806	4.7	8.23	?	"242km S of Sidorukun	 Indonesia"
ak	10570357	?	"Thursday, October 04, 2012 03:32:11 UTC"	60.5324	-152.0025	3.2	85.8	?	"40km W of Kenai	 Alaska"
pr	12278000	?	"Thursday, October 04, 2012 03:11:28 UTC"	19.5802	-64.345	3.4	60	?	"131km NNE of Road Town	 British Virgin Islands"
us	c000d134	?	"Thursday, October 04, 2012 01:55:20 UTC"	13.131	120.457	5	58.5	?	"16km SW of Tayaman	 Philippines"
ak	10575435	?	"Thursday, October 04, 2012 01:27:38 UTC"	51.9949	-171.5282	3	41	?	"57km SSW of Amukta Island	 Alaska"
ak	10570316	?	"Thursday, October 04, 2012 00:30:44 UTC"	56.4646	-158.6969	3.2	103.6	?	"23km N of Chignik Lake	 Alaska"
us	2012ghau	?	"Thursday, October 04, 2012 00:23:46 UTC"	-1.641	-81.256	4.1	6	?	"71km NNW of Salinas	 Ecuador"
ci	15224449	?	"Wednesday, October 03, 2012 23:05:48 UTC"	36.889	-117.4115	2.7	8.1	?	"58km W of Beatty	 Nevada"
us	c000d0vd	?	"Wednesday, October 03, 2012 22:48:56 UTC"	-14.294	-76.053	4.9	24.4	?	"38km WSW of Santiago	 Peru"
us	2012gga4	?	"Wednesday, October 03, 2012 22:37:37 UTC"	-10.815	113.833	4.7	20.1	?	"248km S of Sidorukun	 Indonesia"
us	2012ggch	?	"Wednesday, October 03, 2012 22:30:33 UTC"	-5.486	151.828	4.5	81	?	"134km SSW of Kokopo	 Papua New Guinea"
us	c000d0tr	?	"Wednesday, October 03, 2012 22:23:21 UTC"	46.722	97.887	4.7	10	?	"18km WSW of Bayanbulag	 Mongolia"
ak	10572885	?	"Wednesday, October 03, 2012 21:36:40 UTC"	52.2033	-176.0948	2.8	156.3	?	"52km NE of Adak	 Alaska"
us	c000d0p1	?	"Wednesday, October 03, 2012 21:02:38 UTC"	-5.727	151.197	5	56.4	?	"118km E of Kimbe	 Papua New Guinea"
ak	10569395	?	"Wednesday, October 03, 2012 20:26:02 UTC"	51.618	179.7518	2.6	74.2	?	"38km SSE of Semisopochnoi Island	 Alaska"
nc	71851795	?	"Wednesday, October 03, 2012 20:25:52 UTC"	38.534	-122.321	2.6	5.3	?	"12km ESE of Angwin	 California"
nn	00390140	?	"Wednesday, October 03, 2012 19:51:08 UTC"	39.7236	-119.4361	3.77	10.9239	?	"21km NW of Fernley	 Nevada"
ak	10569340	?	"Wednesday, October 03, 2012 18:30:14 UTC"	53.3954	-164.2778	2.8	20	?	"128km SE of Akutan	 Alaska"
us	c000d0i9	?	"Wednesday, October 03, 2012 18:28:33 UTC"	5.86	126.955	5.4	144.5	?	"102km ESE of Pondaguitan	 Philippines"
ak	10569339	?	"Wednesday, October 03, 2012 18:20:56 UTC"	51.5502	-178.1258	2.7	13.4	?	"37km S of Tanaga Volcano	 Alaska"
pr	12277003	?	"Wednesday, October 03, 2012 16:49:04 UTC"	19.1413	-65.1201	3.3	84	?	"90km NNW of Charlotte Amalie	 U.S. Virgin Islands"
ak	10569279	?	"Wednesday, October 03, 2012 16:25:15 UTC"	57.392	-154.0599	2.9	13.5	?	"17km SSW of Larsen Bay	 Alaska"
us	2012ggcu	?	"Wednesday, October 03, 2012 15:48:12 UTC"	-23.729	179.92	4.3	534.7	?	"South of the Fiji Islands"
us	2012ggct	?	"Wednesday, October 03, 2012 15:28:09 UTC"	43.016	69.863	4.1	6.8	?	"19km SSW of Bayzhansay	 Kazakhstan"
us	2012ggcs	?	"Wednesday, October 03, 2012 15:08:48 UTC"	-5.007	153.126	4.2	10	?	"60km S of Taron	 PNG"
us	2012ggar	?	"Wednesday, October 03, 2012 14:41:28 UTC"	44.832	9.831	4.6	10	?	"1km NNE of Lugagnano Val d'Arda	 Italy"
us	2012ggcq	?	"Wednesday, October 03, 2012 14:01:46 UTC"	2.931	125.689	4	10	?	"173km NNE of Bitung	 Indonesia"
us	2012ggcp	?	"Wednesday, October 03, 2012 14:00:38 UTC"	-0.474	97.602	4.1	10	?	"170km WNW of Sikabaluan	 Indonesia"
us	2012ggcn	?	"Wednesday, October 03, 2012 13:50:16 UTC"	3.182	126.475	4.7	70	?	"234km NW of Tobelo	 Indonesia"
us	c000d0c8	?	"Wednesday, October 03, 2012 13:32:34 UTC"	-0.429	97.672	5.7	9	?	"165km WNW of Sikabaluan	 Indonesia"
